locus,ratio,std,revRatio,revStd,weightRatio,pepNum,pepNumTotal,specCount,compositeRatio,desc
Q99JF8,0.51413,-1,0.95412,-1,0.60977,89,89,368,0.69301,PC4 and SFRS1-interacting protein OS=Mus musculus GN=Psip1 PE=1 SV=1
Q9QXT0,0.77332,-1,0.98187,-1,0.71189,12,12,27,0.76379,Protein canopy homolog 2 OS=Mus musculus GN=Cnpy2 PE=1 SV=1
P18155,0.64846,0.14952,1.06376,0.40216,0.69849,32,32,34,0.7286,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Mus musculus GN=Mthfd2 PE=1 SV=1"
P62918,0.86615,0.40845,0.65078,0.318,1.07639,34,34,60,1.22275,60S ribosomal protein L8 OS=Mus musculus GN=Rpl8 PE=2 SV=2
Q8VIJ6,0.4449,-1,1.22515,-1,0.55288,180,180,806,0.66923,"Splicing factor, proline- and glutamine-rich OS=Mus musculus GN=Sfpq PE=1 SV=1"
Q64213,0.61469,0.94506,0.91815,0.46708,0.77223,71,71,214,0.76877,Splicing factor 1 OS=Mus musculus GN=Sf1 PE=1 SV=6
Q80UG5,0.51938,-1,1.29036,-1,0.58772,48,48,156,0.63361,Septin-9 OS=Mus musculus GN=Sept9 PE=1 SV=1
P63101,0.44748,-1,1.21248,-1,0.59514,19,19,32,0.63876,14-3-3 protein zeta/delta OS=Mus musculus GN=Ywhaz PE=1 SV=1
contaminant_GR78_MESAU,0.47679,-1,1.22861,-1,0.56957,69,69,108,0.67998,owl|P07823| 78 KD GLUCOSE REGULATED PROTEIN PRECURSOR (GRP 78) (IMMUNOGLOBULIN...
Q64523,1.75467,0.80619,0.40069,0.10477,2.12092,3,3,35,2.31673,Histone H2A type 2-C OS=Mus musculus GN=Hist2h2ac PE=1 SV=3
O09044,0.28274,-1,0.4007,-1,0.67728,6,6,8,0.69783,Synaptosomal-associated protein 23 OS=Mus musculus GN=Snap23 PE=1 SV=1
"P63268,P62737",0.44174,-1,1.34189,-1,0.56988,137,137,711,0.61233,"Actin, gamma-enteric smooth muscle OS=Mus musculus GN=Actg2 PE=1 SV=1 @Actin, aortic smooth muscle OS=Mus musculus GN=Acta2 PE=1 SV=1"
O08585,0.30154,-1,0.52832,-1,0.85557,17,17,49,0.81381,Clathrin light chain A OS=Mus musculus GN=Clta PE=1 SV=2
Q62446,0.51603,-1,1.17029,-1,0.64317,10,10,11,0.949,Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Mus musculus GN=Fkbp3 PE=1 SV=2
Q99L28,0.96427,-1,0.65322,-1,1.19832,5,5,9,1.26161,Probable ribosome biogenesis protein RLP24 OS=Mus musculus GN=Rsl24d1 PE=2 SV=1
P47915,0.88526,0.48753,0.33318,0.24445,1.13817,15,15,28,1.76363,60S ribosomal protein L29 OS=Mus musculus GN=Rpl29 PE=2 SV=2
P26883,0.77474,0.14018,1.21937,0.18373,0.78488,3,3,3,0.75618,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus GN=Fkbp1a PE=1 SV=2
Q9CYR0,0.47249,0.26677,0.82195,0.4663,0.74133,13,13,20,0.82591,"Single-stranded DNA-binding protein, mitochondrial OS=Mus musculus GN=Ssbp1 PE=1 SV=1"
P62880,0.51552,0.12707,1.60515,0.23279,0.5619,12,12,12,0.68068,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2 OS=Mus musculus GN=Gnb2 PE=1 SV=3
Q99LW6,0.43204,0.16328,1.58849,0.47071,0.50282,18,18,27,0.56594,YY1-associated factor 2 OS=Mus musculus GN=Yaf2 PE=1 SV=1
P63276,-1,0.45092,-1,0.38569,0.94336,8,8,25,1.01727,40S ribosomal protein S17 OS=Mus musculus GN=Rps17 PE=1 SV=2
Q61103,0.58429,0.48081,0.63464,0.45748,0.68968,20,20,26,0.90798,Zinc finger protein ubi-d4 OS=Mus musculus GN=Dpf2 PE=1 SV=1
"Q9CQL1,P61327",0.55644,0.30466,1.10822,0.31626,0.75831,6,6,20,0.70023,Protein mago nashi homolog 2 OS=Mus musculus GN=Magohb PE=2 SV=1 @Protein mago nashi homolog OS=Mus musculus GN=Magoh PE=2 SV=1
Q61656,0.83812,-1,0.92244,-1,0.87845,70,70,120,0.91709,Probable ATP-dependent RNA helicase DDX5 OS=Mus musculus GN=Ddx5 PE=1 SV=2
P62137,0.52342,0.14726,1.17511,0.4247,0.60876,22,22,25,0.71682,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus GN=Ppp1ca PE=1 SV=1
P62892,1.44669,-1,0.53813,-1,1.44669,1,1,1,2.00965,60S ribosomal protein L39 OS=Mus musculus GN=Rpl39 PE=2 SV=2
P09405,0.41373,-1,1.02391,-1,0.64994,81,81,516,0.67674,Nucleolin OS=Mus musculus GN=Ncl PE=1 SV=2
Q61029,0.44361,-1,1.28879,-1,0.59666,45,45,105,0.55546,"Lamina-associated polypeptide 2, isoforms beta/delta/epsilon/gamma OS=Mus musculus GN=Tmpo PE=1 SV=4"
Q9WTX8,0.40185,-1,0.95686,-1,0.56992,44,44,94,0.71589,Mitotic spindle assembly checkpoint protein MAD1 OS=Mus musculus GN=Mad1l1 PE=2 SV=1
P61219,0.77867,0.1082,1.23339,0.18703,0.78443,7,7,10,0.84363,"DNA-directed RNA polymerases I, II, and III subunit RPABC2 OS=Mus musculus GN=Polr2f PE=2 SV=1"
P62317,0.30282,0.41616,1.6621,0.48557,0.65805,2,2,2,0.55497,Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus GN=Snrpd2 PE=2 SV=1
Q923D5,0.44046,0.22728,1.06632,0.48052,0.58574,67,67,194,0.68532,WW domain-binding protein 11 OS=Mus musculus GN=Wbp11 PE=1 SV=2
P29341,0.5769,0.26842,0.9557,0.41016,0.78656,28,28,52,0.78464,Polyadenylate-binding protein 1 OS=Mus musculus GN=Pabpc1 PE=1 SV=2
Q9D824,0.60162,0.14129,1.29415,0.70456,0.64984,38,38,74,0.7539,Pre-mRNA 3'-end-processing factor FIP1 OS=Mus musculus GN=Fip1l1 PE=1 SV=1
Q9Z315,0.45289,-1,0.9452,-1,0.67414,28,28,87,0.70246,U4/U6.U5 tri-snRNP-associated protein 1 OS=Mus musculus GN=Sart1 PE=2 SV=1
Q9CQ19,1.06898,0.17914,0.79404,0.18352,1.10029,10,10,26,1.14404,Myosin regulatory light polypeptide 9 OS=Mus musculus GN=Myl9 PE=1 SV=3
Q3THE2,1.15004,0.19037,0.75015,0.16051,1.18469,13,13,30,1.34755,Myosin regulatory light chain 12B OS=Mus musculus GN=Myl12b PE=1 SV=2
Q920D3,0.54181,0.21768,1.13993,0.44982,0.67919,8,8,15,0.72224,Mediator of RNA polymerase II transcription subunit 28 OS=Mus musculus GN=Med28 PE=2 SV=2
P63087,0.47597,0.15988,0.98729,0.45678,0.59631,27,27,37,0.72927,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Mus musculus GN=Ppp1cc PE=1 SV=1
P62874,0.55036,-1,1.46443,-1,0.55019,10,10,10,0.74564,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus GN=Gnb1 PE=1 SV=3
Q9D0B0,0.70658,-1,0.96029,-1,0.76696,54,54,136,0.82733,Serine/arginine-rich splicing factor 9 OS=Mus musculus GN=Srsf9 PE=1 SV=1
Q62189,0.61838,-1,1.02656,-1,0.71126,13,13,14,0.91366,U1 small nuclear ribonucleoprotein A OS=Mus musculus GN=Snrpa PE=2 SV=3
Q9CRB2,0.48032,0.91409,1.333,5.79069,0.71853,19,19,39,0.83126,H/ACA ribonucleoprotein complex subunit 2 OS=Mus musculus GN=Nhp2 PE=2 SV=1
P43275,1.90998,-1,0.25041,-1,4.01423,58,58,128,2.92511,Histone H1.1 OS=Mus musculus GN=Hist1h1a PE=1 SV=2
Q6NZQ6,0.3856,0.1709,0.79063,0.49737,0.58167,19,19,35,0.69792,Zinc finger protein 740 OS=Mus musculus GN=Znf740 PE=1 SV=1
Q3TXT3,0.74032,0.03284,1.22044,0.17772,0.73706,3,3,3,1.29071,SOSS complex subunit C OS=Mus musculus GN=Inip PE=2 SV=1
P81269,0.77127,0.26571,0.50788,0.30685,0.94033,12,12,21,1.18261,Cyclic AMP-dependent transcription factor ATF-1 OS=Mus musculus GN=Atf1 PE=1 SV=1
P70696,0.29053,-1,0.76561,-1,0.52033,53,53,215,0.6366,Histone H2B type 1-A OS=Mus musculus GN=Hist1h2ba PE=1 SV=3
P62869,0.78884,0.26653,1.22637,0.44947,0.80482,2,2,2,0.83614,Transcription elongation factor B polypeptide 2 OS=Mus musculus GN=Tceb2 PE=1 SV=1
P21107,0.67958,-1,1.07523,-1,0.77932,169,169,456,0.86057,Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=3
Q80X32,1.02886,0.45523,0.47821,0.1314,1.44502,25,25,86,1.55604,UPF0461 protein C5orf24 homolog OS=Mus musculus PE=2 SV=1
Q6ZWX6,0.7218,-1,0.94112,-1,0.74427,17,17,33,0.80717,Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus GN=Eif2s1 PE=1 SV=3
Q9QZV9,0.40724,1.99188,0.15704,0.6879,2.11143,3,3,3,1.38141,NTF2-related export protein 1 OS=Mus musculus GN=Nxt1 PE=1 SV=2
P63242,0.40741,0.14918,1.16189,0.5921,0.50564,5,5,8,0.57342,Eukaryotic translation initiation factor 5A-1 OS=Mus musculus GN=Eif5a PE=1 SV=2
Q9CR51,0.67089,0.492,1.08403,0.53244,0.8243,3,3,4,0.69177,V-type proton ATPase subunit G 1 OS=Mus musculus GN=Atp6v1g1 PE=2 SV=3
Q4VAA2,0.75789,-1,1.0505,-1,0.81763,18,18,20,0.88719,Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=2
P23198,0.45756,-1,0.80971,-1,0.57167,36,36,199,0.74,Chromobox protein homolog 3 OS=Mus musculus GN=Cbx3 PE=1 SV=2
Q80UW8,0.43924,0.08967,1.5253,0.71921,0.4396,16,16,33,0.49558,"DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Mus musculus GN=Polr2e PE=2 SV=1"
Q9D945,1.74993,1.93226,0.27849,0.10481,4.05298,7,7,7,4.08919,Protein LLP homolog OS=Mus musculus GN=Llph PE=2 SV=1
Q8BHG9,0.48512,0.14648,1.41698,0.23178,0.55135,10,10,19,0.69346,CGG triplet repeat-binding protein 1 OS=Mus musculus GN=Cggbp1 PE=2 SV=1
Q9Z1M8,-1,-1,-1,-1,0.52842,55,55,170,0.60558,Protein Red OS=Mus musculus GN=Ik PE=1 SV=2
Q8BJ05,0.56558,-1,1.35091,-1,0.60173,60,60,131,0.66236,Zinc finger CCCH domain-containing protein 14 OS=Mus musculus GN=Zc3h14 PE=1 SV=1
O70493,1.08228,0.28265,0.91739,0.28042,1.10966,3,3,3,1.30474,Sorting nexin-12 OS=Mus musculus GN=Snx12 PE=1 SV=1
Q91WJ8,0.59622,-1,1.36942,-1,0.63403,92,92,209,0.73938,Far upstream element-binding protein 1 OS=Mus musculus GN=Fubp1 PE=1 SV=1
P60335,0.48768,0.17298,1.0675,0.39993,0.60784,33,33,72,0.69326,Poly(rC)-binding protein 1 OS=Mus musculus GN=Pcbp1 PE=1 SV=1
P12787,0.82081,-1,1.19832,-1,0.82081,1,1,1,1.07084,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Mus musculus GN=Cox5a PE=1 SV=2"
P27048,0.80378,-1,1.14793,-1,0.8793,25,25,64,0.96663,Small nuclear ribonucleoprotein-associated protein B OS=Mus musculus GN=Snrpb PE=1 SV=1
P61358,0.90514,0.26193,0.95435,0.3305,0.87786,6,6,7,0.92441,60S ribosomal protein L27 OS=Mus musculus GN=Rpl27 PE=1 SV=2
Q8BP67,1.10604,0.38406,0.73905,0.11347,1.26745,8,8,8,1.42318,60S ribosomal protein L24 OS=Mus musculus GN=Rpl24 PE=1 SV=2
Q8R4R6,0.43554,0.13702,1.29443,0.33025,0.53774,17,17,25,0.6535,Nucleoporin NUP53 OS=Mus musculus GN=Nup35 PE=1 SV=2
Q08288,0.35634,0.2558,1.1932,1.07768,0.50728,36,36,76,0.67223,Cell growth-regulating nucleolar protein OS=Mus musculus GN=Lyar PE=1 SV=2
Q9JKB3,1.14246,0.7742,0.23655,0.16264,1.96598,21,21,38,2.28599,Y-box-binding protein 3 OS=Mus musculus GN=Ybx3 PE=1 SV=2
Q9CQE8,0.33359,0.11741,2.04772,0.67645,0.39475,8,8,10,0.47697,UPF0568 protein C14orf166 homolog OS=Mus musculus PE=2 SV=1
P61255,0.72747,0.37027,0.48808,0.39179,0.94094,8,8,22,1.64161,60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE=1 SV=1
P62082,0.90121,0.1895,0.98472,0.20085,0.93477,14,14,15,0.94274,40S ribosomal protein S7 OS=Mus musculus GN=Rps7 PE=2 SV=1
P10922,1.98786,-1,0.24075,-1,3.26291,34,34,54,3.0549,Histone H1.0 OS=Mus musculus GN=H1f0 PE=2 SV=4
Q9D0E1,0.37218,-1,1.03644,-1,0.55907,73,73,252,0.65768,Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm PE=1 SV=3
Q9JM93,0.60507,-1,0.91031,-1,0.70258,21,21,70,0.77623,ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Mus musculus GN=Arl6ip4 PE=1 SV=1
Q9JKP8,0.74016,-1,1.23118,-1,0.74016,1,1,1,0.958,Chromatin accessibility complex protein 1 OS=Mus musculus GN=Chrac1 PE=1 SV=1
Q9CW46,0.4984,-1,0.78807,-1,0.63201,26,26,48,0.86611,Ribonucleoprotein PTB-binding 1 OS=Mus musculus GN=Raver1 PE=1 SV=2
Q8VHR5,0.59586,0.14327,1.20794,0.32296,0.65228,42,42,80,0.69566,Transcriptional repressor p66-beta OS=Mus musculus GN=Gatad2b PE=1 SV=1
Q9CPW7,0.2892,-1,0.69843,-1,0.44174,37,37,92,0.6887,Zinc finger matrin-type protein 2 OS=Mus musculus GN=Zmat2 PE=2 SV=1
P19324,0.48949,-1,1.52065,-1,0.54979,59,59,185,0.56105,Serpin H1 OS=Mus musculus GN=Serpinh1 PE=1 SV=3
Q6GSS7,1.82912,-1,0.38561,-1,2.31943,13,13,220,2.31673,Histone H2A type 2-A OS=Mus musculus GN=Hist2h2aa1 PE=1 SV=3
P26041,0.3336,-1,0.85081,-1,0.48684,40,40,72,0.58299,Moesin OS=Mus musculus GN=Msn PE=1 SV=3
P35550,0.80422,0.20033,1.05593,0.39047,0.86262,31,31,62,0.90843,rRNA 2'-O-methyltransferase fibrillarin OS=Mus musculus GN=Fbl PE=2 SV=2
P37804,0.6964,0.24782,0.75043,0.34203,0.84003,11,11,27,1.12921,Transgelin OS=Mus musculus GN=Tagln PE=1 SV=3
Q8K396,0.39853,0.18166,0.8973,0.24823,0.57077,8,8,17,0.76211,Meiotic nuclear division protein 1 homolog OS=Mus musculus GN=Mnd1 PE=1 SV=1
Q8BJF9,0.55076,-1,1.42787,-1,0.45241,18,18,25,0.49892,Charged multivesicular body protein 2b OS=Mus musculus GN=Chmp2b PE=1 SV=1
Q8CIL4,0.45313,-1,0.6866,-1,0.72786,16,16,23,0.91016,Uncharacterized protein C1orf131 homolog OS=Mus musculus PE=2 SV=1
Q9R059,0.58011,0.28548,0.79081,0.38555,0.78341,8,8,8,0.67689,Four and a half LIM domains protein 3 OS=Mus musculus GN=Fhl3 PE=1 SV=2
P58468,1.4548,0.65492,0.35574,0.13819,2.07249,18,18,25,1.93767,Protein FAM207A OS=Mus musculus GN=Fam207a PE=1 SV=1
Q3UMU9,0.49682,-1,1.1816,-1,0.52841,36,36,110,0.67143,Hepatoma-derived growth factor-related protein 2 OS=Mus musculus GN=Hdgfrp2 PE=1 SV=1
Q7TMK9,0.7832,0.23885,0.84892,1.53539,0.91516,36,36,56,1.02223,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2
Q8CHY6,0.66847,0.16735,1.12057,0.34881,0.69557,25,25,38,0.77649,Transcriptional repressor p66 alpha OS=Mus musculus GN=Gatad2a PE=1 SV=2
Q9CPR4,1.22956,0.19911,0.65308,0.10389,1.25771,19,19,40,1.39884,60S ribosomal protein L17 OS=Mus musculus GN=Rpl17 PE=2 SV=3
Q3UQA7,0.17694,0.15858,0.54101,0.65839,0.42916,4,4,5,0.72963,Selenoprotein H OS=Mus musculus GN=Selh PE=2 SV=2
O35737,0.47688,-1,1.12457,-1,0.64782,16,16,19,0.82086,Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus GN=Hnrnph1 PE=1 SV=3
Q9WUD1,0.61442,-1,0.78099,-1,2.53404,21,21,40,0.95664,STIP1 homology and U box-containing protein 1 OS=Mus musculus GN=Stub1 PE=1 SV=1
Q9CZJ1,0.68031,0.2069,0.64838,0.18121,0.81885,26,26,46,1.04535,Probable U3 small nucleolar RNA-associated protein 11 OS=Mus musculus GN=Utp11l PE=2 SV=1
Q3THW5,1.18886,0.18214,0.819,0.11144,1.20422,17,17,20,1.18449,Histone H2A.V OS=Mus musculus GN=H2afv PE=1 SV=3
Q8BQZ5,0.67271,-1,0.76152,-1,0.82682,10,10,22,1.01158,Cleavage and polyadenylation specificity factor subunit 4 OS=Mus musculus GN=Cpsf4 PE=2 SV=1
Q9DC33,0.73004,-1,0.91296,-1,0.74135,14,14,18,0.76105,High mobility group protein 20A OS=Mus musculus GN=Hmg20a PE=2 SV=1
Q9DB42,1.22864,0.18516,0.63661,0.16225,1.29022,7,7,15,1.38139,Zinc finger protein 593 OS=Mus musculus GN=Znf593 PE=2 SV=2
P70271,0.45014,-1,0.91465,-1,0.59037,20,20,42,0.8186,PDZ and LIM domain protein 4 OS=Mus musculus GN=Pdlim4 PE=1 SV=3
Q9CXK8,0.57967,0.06623,1.67965,0.1842,0.58202,5,5,6,0.68993,60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus GN=Nip7 PE=2 SV=1
Q9ERG0,0.38578,-1,1.05661,-1,0.53764,92,92,297,0.74234,LIM domain and actin-binding protein 1 OS=Mus musculus GN=Lima1 PE=1 SV=3
Q01853,0.63737,-1,1.31652,-1,0.65658,31,31,42,0.69658,Transitional endoplasmic reticulum ATPase OS=Mus musculus GN=Vcp PE=1 SV=4
Q9JMG7,0.54519,-1,0.73047,-1,0.64344,38,38,158,0.75791,Hepatoma-derived growth factor-related protein 3 OS=Mus musculus GN=Hdgfrp3 PE=1 SV=2
Q9DBY8,0.50817,-1,1.49241,-1,0.51579,27,27,62,0.60494,Nuclear valosin-containing protein-like OS=Mus musculus GN=Nvl PE=1 SV=1
Q6A068,0.32726,-1,1.64602,-1,0.40385,31,31,73,0.43873,Cell division cycle 5-like protein OS=Mus musculus GN=Cdc5l PE=1 SV=2
Q9D855,0.47332,0.11023,0.99839,0.30709,0.55532,8,8,19,0.79223,Cytochrome b-c1 complex subunit 7 OS=Mus musculus GN=Uqcrb PE=1 SV=3
Q7TPW1,0.67355,0.16747,1.11472,0.22318,0.70568,46,46,78,0.78129,Nexilin OS=Mus musculus GN=Nexn PE=2 SV=3
Q9CQF3,0.64517,-1,0.90906,-1,0.72528,7,7,7,0.88073,Cleavage and polyadenylation specificity factor subunit 5 OS=Mus musculus GN=Nudt21 PE=1 SV=1
Q9WTM5,0.53902,-1,1.03218,-1,0.74127,18,18,24,0.67331,RuvB-like 2 OS=Mus musculus GN=Ruvbl2 PE=2 SV=3
O88952,0.68148,0.11449,1.404,0.18009,0.69595,7,7,7,0.7338,Protein lin-7 homolog C OS=Mus musculus GN=Lin7c PE=1 SV=2
Q640M1,0.53584,-1,1.42027,-1,0.58575,24,24,32,0.67743,U3 small nucleolar RNA-associated protein 14 homolog A OS=Mus musculus GN=Utp14a PE=1 SV=1
P10107,0.43537,0.30725,1.31119,0.56456,0.60957,18,18,25,0.6461,Annexin A1 OS=Mus musculus GN=Anxa1 PE=1 SV=2
contaminant_GR78_HUMAN,0.46448,-1,1.20385,-1,0.5593,63,63,98,0.67213,owl|P11021| 78 KD GLUCOSE REGULATED PROTEIN PRECURSOR (GRP 78) (IMMUNOGLOBULIN...
P47930,0.7005,-1,0.93816,-1,0.86354,43,43,88,0.88092,Fos-related antigen 2 OS=Mus musculus GN=Fosl2 PE=1 SV=2
Q921H9,0.51811,0.16561,1.18419,0.55016,0.5945,7,7,13,0.82434,Cytochrome c oxidase assembly factor 7 OS=Mus musculus GN=Coa7 PE=2 SV=1
Q921F2,0.43973,-1,0.75665,-1,0.63856,53,53,92,0.82473,TAR DNA-binding protein 43 OS=Mus musculus GN=Tardbp PE=1 SV=1
P05627,0.79443,0.14312,1.01451,0.31986,0.82849,8,8,15,0.90384,Transcription factor AP-1 OS=Mus musculus GN=Jun PE=1 SV=3
Q99J62,0.3732,0.13262,1.51423,0.35101,0.46347,10,10,12,0.59922,Replication factor C subunit 4 OS=Mus musculus GN=Rfc4 PE=1 SV=1
Q9D0W5,0.608,0.09754,1.53391,0.15245,0.62234,4,4,4,0.73872,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Mus musculus GN=Ppil1 PE=2 SV=1
P62075,0.64814,0.19698,0.27949,0.09737,0.78669,4,4,9,1.83598,Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus GN=Timm13 PE=1 SV=1
Q8BG81,0.30802,-1,0.3823,-1,0.58808,19,19,49,0.95971,Polymerase delta-interacting protein 3 OS=Mus musculus GN=Poldip3 PE=1 SV=1
P70372,0.43561,-1,1.73634,-1,0.54992,50,50,63,0.53079,ELAV-like protein 1 OS=Mus musculus GN=Elavl1 PE=1 SV=2
Q9Z2X1,0.65783,0.18486,1.13021,0.3149,0.73117,50,50,90,0.76882,Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus GN=Hnrnpf PE=1 SV=3
P60122,0.26998,-1,0.66195,-1,0.5886,17,17,29,0.60728,RuvB-like 1 OS=Mus musculus GN=Ruvbl1 PE=1 SV=1
Q9CWZ3,0.06503,0.10466,0.00936,0.00189,0.16404,2,2,2,2.38564,RNA-binding protein 8A OS=Mus musculus GN=Rbm8a PE=1 SV=3
Q9WUM3,0.45954,0.33522,0.64421,0.68017,0.57366,9,9,14,0.64083,Coronin-1B OS=Mus musculus GN=Coro1b PE=1 SV=1
Q9QZH3,0.65337,0.13578,1.11178,0.32142,0.7141,10,10,11,0.77986,Peptidyl-prolyl cis-trans isomerase E OS=Mus musculus GN=Ppie PE=2 SV=2
P97429,0.45624,-1,1.56047,-1,0.40658,5,5,5,0.6365,Annexin A4 OS=Mus musculus GN=Anxa4 PE=2 SV=4
P24369,0.49836,0.24711,1.03947,0.3152,0.66518,17,17,36,0.68036,Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus GN=Ppib PE=1 SV=2
Q60864,0.63398,0.60608,0.68381,0.63104,0.72662,12,12,12,0.78609,Stress-induced-phosphoprotein 1 OS=Mus musculus GN=Stip1 PE=1 SV=1
Q60668,0.5949,0.19794,1.34072,0.45625,0.64436,33,33,39,0.73601,Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus GN=Hnrnpd PE=1 SV=2
Q9CYZ2,0.20312,0.34481,0.47705,0.7253,0.65113,7,7,8,0.67175,Tumor protein D54 OS=Mus musculus GN=Tpd52l2 PE=1 SV=1
Q6IRU5,0.38853,-1,0.34055,-1,1.34101,15,15,16,0.83139,Clathrin light chain B OS=Mus musculus GN=Cltb PE=1 SV=1
P84089,0.69822,0.29044,1.00489,0.05533,0.831,2,2,2,0.85471,Enhancer of rudimentary homolog OS=Mus musculus GN=Erh PE=1 SV=1
Q6ZWM4,0.7914,-1,1.20832,-1,0.63082,4,4,21,0.62126,U6 snRNA-associated Sm-like protein LSm8 OS=Mus musculus GN=Lsm8 PE=3 SV=3
Q91VR5,0.53942,0.07719,1.61047,0.19336,0.55357,23,23,39,0.62626,ATP-dependent RNA helicase DDX1 OS=Mus musculus GN=Ddx1 PE=1 SV=1
O08583,3.09759,-1,0.20429,-1,4.29737,27,27,60,4.06905,THO complex subunit 4 OS=Mus musculus GN=Alyref PE=1 SV=3
Q9CR29,0.31082,-1,1.38651,-1,0.53858,8,8,34,0.41,Coiled-coil domain-containing protein 43 OS=Mus musculus GN=Ccdc43 PE=1 SV=1
Q91YN9,0.33592,0.11942,1.55095,0.52556,0.42328,7,7,7,0.5067,BAG family molecular chaperone regulator 2 OS=Mus musculus GN=Bag2 PE=1 SV=1
Q60865,0.58414,-1,0.94759,-1,0.77854,41,41,78,0.83269,Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2
P54227,0.45953,0.04497,0.65933,0.38295,0.47473,6,6,17,0.8761,Stathmin OS=Mus musculus GN=Stmn1 PE=1 SV=2
Q9D868,0.59816,0.1177,0.95369,0.49842,0.56928,7,7,11,0.81894,Peptidyl-prolyl cis-trans isomerase H OS=Mus musculus GN=Ppih PE=2 SV=1
Q8BGB5,0.46404,-1,1.47905,-1,0.4653,9,9,29,0.60009,LIM domain-containing protein 2 OS=Mus musculus GN=Limd2 PE=2 SV=1
P62996,0.79215,-1,1.18523,-1,0.81515,16,16,19,0.92081,Transformer-2 protein homolog beta OS=Mus musculus GN=Tra2b PE=2 SV=1
Q62193,0.47084,0.45419,0.66358,0.73937,0.68843,4,4,4,0.71314,Replication protein A 32 kDa subunit OS=Mus musculus GN=Rpa2 PE=1 SV=1
P63163,0.7884,0.2582,1.17172,0.56141,0.87474,23,23,60,0.96663,Small nuclear ribonucleoprotein-associated protein N OS=Mus musculus GN=Snrpn PE=2 SV=1
Q05CL8,0.2657,-1,0.78805,-1,0.43532,17,17,30,0.53337,La-related protein 7 OS=Mus musculus GN=Larp7 PE=1 SV=2
Q9CPW4,0.80607,0.08923,1.18265,0.13317,0.81231,8,8,8,0.80087,Actin-related protein 2/3 complex subunit 5 OS=Mus musculus GN=Arpc5 PE=2 SV=3
Q99KG3,0.35077,-1,1.73548,-1,0.41304,39,39,88,0.4758,RNA-binding protein 10 OS=Mus musculus GN=Rbm10 PE=1 SV=1
Q922Q4,0.88259,0.32774,1.08757,0.38439,0.92429,3,3,3,0.91921,Pyrroline-5-carboxylate reductase 2 OS=Mus musculus GN=Pycr2 PE=2 SV=1
Q8C6B9,2.27552,-1,0.21978,-1,4.28561,5,5,16,3.96418,Active regulator of SIRT1 OS=Mus musculus GN=Rps19bp1 PE=1 SV=1
Q9CYH6,1.68134,-1,0.42486,-1,1.98631,14,14,24,2.12102,Ribosome biogenesis regulatory protein homolog OS=Mus musculus GN=Rrs1 PE=1 SV=1
P56390,0.64999,0.01829,1.2463,0.04497,0.65,4,4,8,0.79707,Cyclin-dependent kinases regulatory subunit 2 OS=Mus musculus GN=Cks2 PE=2 SV=1
Q7TNC4,0.87597,-1,0.88295,-1,0.93237,21,21,33,1.01505,Putative RNA-binding protein Luc7-like 2 OS=Mus musculus GN=Luc7l2 PE=1 SV=1
Q9CPY3,0.50473,0.27107,1.12248,0.45858,0.69706,8,8,10,0.92659,Sororin OS=Mus musculus GN=Cdca5 PE=1 SV=1
O54941,0.30513,0.27461,0.67752,0.50143,0.66957,9,9,97,0.77622,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Mus musculus GN=Smarce1 PE=1 SV=1
P62141,0.53581,0.16008,1.06272,0.39012,0.643,19,19,22,0.72364,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Mus musculus GN=Ppp1cb PE=1 SV=3
Q99M28,1.0982,-1,0.61731,-1,1.38521,16,16,35,1.27195,RNA-binding protein with serine-rich domain 1 OS=Mus musculus GN=Rnps1 PE=2 SV=1
