PLINE,LOCUS,AVERAGE_RATIO,AVERAGE_RATIO_REV,STANDARD_DEVIATION,STANDARD_DEVIATION_REV,COMPOSITE_RATIO,COMPOSITE_RATIO_STANDARD_DEVIATION,WEIGHTED_AVERAGE,LOG_INV_AVERAGE,LOG_INV_AVERAGE_REV,PEPTIDE_NUM,TOTAL_PEPTIDE_NUM,SPEC_COUNT,AREA_RATIO,DESCRIPTION
P,D3YV76,0.86815,0.8142,0.31003,0.24884,0.94348,1.19437,0.94106,0.86815,0.8142,25,25,55,1.014746084,Septin-2 (Fragment) OS=Mus musculus OX=10090 GN=Sept2 PE=1 SV=1 
P,G3UX43,0.77116,1.01044,0.21612,0.22538,0.85614,1.21704,0.85109,0.77116,1.01044,25,25,88,0.962979861,Eukaryotic translation elongation factor 1 beta 2 OS=Mus musculus OX=10090 GN=Eef1b2 PE=1 SV=1 
P,B2M1R6,0.61823,0.71394,NA,NA,0.93099,1.38169,0.88089,0.61823,0.71394,257,257,1370,1.011997142,Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1 
P,A2AFI9,0.55509,0.81149,0.21644,2.81536,0.90135,1.7295,0.73502,0.55509,0.81149,69,69,181,0.976630077,Histone-binding protein RBBP7 OS=Mus musculus OX=10090 GN=Rbbp7 PE=1 SV=1 
P,A0A2R8VHP9,0.7164,0.87324,NA,NA,0.93079,1.24749,0.82479,0.7164,0.87324,85,85,328,0.922977339,Poly(rC)-binding protein 2 OS=Mus musculus OX=10090 GN=Pcbp2 PE=1 SV=1 
P,A0A0A6YWG8,0.74246,0.79656,0.28759,0.21074,0.93929,1.19378,0.92832,0.74246,0.79656,65,65,138,0.955653236,Actin-like protein 6A (Fragment) OS=Mus musculus OX=10090 GN=Actl6a PE=1 SV=1 
P,P62309,0.7426,1.06506,NA,NA,0.94087,1.98022,0.81678,0.7426,1.06506,22,22,177,1.832942179,Small nuclear ribonucleoprotein G OS=Mus musculus OX=10090 GN=Snrpg PE=1 SV=1 
P,Q7TPR4,0.74912,0.54823,NA,NA,1.1765,1.35912,1.10721,0.74912,0.54823,382,382,1481,1.271448763,Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1 
P,P18155,0.63622,0.67098,NA,NA,0.96693,2.3333,0.83707,0.63622,0.67098,82,82,210,2.914452496,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Mus musculus OX=10090 GN=Mthfd2 PE=1 SV=1 "
P,P62908,0.62827,0.67601,NA,NA,0.97352,1.43589,0.82225,0.62827,0.67601,104,104,337,1.112691003,40S ribosomal protein S3 OS=Mus musculus OX=10090 GN=Rps3 PE=1 SV=1 
P,G3UZ22,0.92884,0.82212,0.20125,0.16285,1.06411,1.10674,0.99546,0.92884,0.82212,24,24,75,1.104616277,Valine--tRNA ligase (Fragment) OS=Mus musculus OX=10090 GN=Vars PE=1 SV=8 
P,A0A0J9YUV6,0.59939,0.58703,NA,NA,0.99032,1.46068,0.84528,0.59939,0.58703,45,45,142,1.041043662,Septin-11 (Fragment) OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=1 
P,P09103,0.59076,0.48065,NA,NA,1.13283,2.23738,1.13726,0.59076,0.48065,219,219,706,1.285037112,Protein disulfide-isomerase OS=Mus musculus OX=10090 GN=P4hb PE=1 SV=2 
P,H3BLL4,0.59469,0.74877,NA,NA,0.92137,1.30783,0.81955,0.59469,0.74877,222,222,1319,0.987611163,Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1 
P,A0A0G2JGD0,0.16876,0.33585,0.23821,0.47189,0.80898,1.58017,0.50752,0.16876,0.33585,8,8,13,0.802282124,Ubiquitin-associated protein 2-like (Fragment) OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1 
P,A0A0G2JDT1,0.16876,0.33585,0.23821,0.47189,0.80898,1.58017,0.50752,0.16876,0.33585,8,8,13,0.802282124,Ubiquitin-associated protein 2-like (Fragment) OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1 
P,A0A0G2JFF1,0.60923,0.79887,NA,NA,0.84145,1.7014,0.79066,0.60923,0.79887,106,106,313,0.917932852,Serine/threonine-protein phosphatase (Fragment) OS=Mus musculus OX=10090 GN=Ppp1cc PE=1 SV=1 
P,B7FAU9,0.54672,0.75424,NA,NA,0.85222,1.43458,0.74612,0.54672,0.75424,982,982,4019,1.015543947,"Filamin, alpha OS=Mus musculus OX=10090 GN=Flna PE=1 SV=1 "
P,Q8BTM8,0.54672,0.75424,�,�,0.85222,1.43458,0.74612,0.54672,0.75424,982,982,4019,1.015543947,Filamin-A OS=Mus musculus OX=10090 GN=Flna PE=1 SV=5 
P,P60122,0.66764,0.7415,NA,NA,0.9212,1.47787,0.81971,0.66764,0.7415,104,104,288,1.210646976,RuvB-like 1 OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1 
P,Q6VYI4,0.60689,0.60781,NA,NA,1.00206,1.24662,0.85664,0.60689,0.60781,162,162,556,1.065854344,TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 
P,H3BJS9,0.495,0.64021,NA,NA,0.89663,1.36961,0.80333,0.495,0.64021,63,63,586,0.893783517,Heterogeneous nuclear ribonucleoprotein K (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1 
P,P57780,0.68991,0.52205,NA,NA,1.19074,1.48196,0.96537,0.68991,0.52205,300,300,1052,1.2954561,Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1 
P,Q60973,0.58347,0.82609,0.22852,2.6816,0.91768,1.68664,0.77002,0.58347,0.82609,76,76,201,0.979721953,Histone-binding protein RBBP7 OS=Mus musculus OX=10090 GN=Rbbp7 PE=1 SV=1 
P,P80314,0.68192,0.53192,NA,NA,1.17,1.36006,1.06535,0.68192,0.53192,228,228,1136,1.268282244,T-complex protein 1 subunit beta OS=Mus musculus OX=10090 GN=Cct2 PE=1 SV=4 
P,Q922F4,0.7975,0.63368,NA,NA,1.11951,1.40621,1.01703,0.7975,0.63368,83,83,283,1.301402594,Tubulin beta-6 chain OS=Mus musculus OX=10090 GN=Tubb6 PE=1 SV=1 
P,Q8BLD4,0.60673,0.61077,NA,NA,0.99721,1.24649,0.85392,0.60673,0.61077,163,163,557,1.064516569,"MCG16669, isoform CRA_f OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 "
P,H3BL56,0.51997,0.61017,NA,NA,0.98315,1.4927,0.69632,0.51997,0.61017,28,28,54,1.172729413,Rho-related GTP-binding protein RhoC OS=Mus musculus OX=10090 GN=Rhoc PE=1 SV=1 
P,A2AH85,0.72488,0.85793,NA,NA,0.9045,1.4752,0.84526,0.72488,0.85793,278,278,935,1.155114284,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1 
P,O08810,0.72488,0.85793,�,�,0.9045,1.4752,0.84526,0.72488,0.85793,278,278,935,1.155114284,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1 
P,G5E924,0.72922,0.95462,NA,NA,0.91286,1.1739,0.82143,0.72922,0.95462,205,205,933,0.912308178,Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=1 
P,F6XC15,0.55827,0.78184,NA,NA,0.85216,1.58917,0.74511,0.55827,0.78184,205,205,706,1.258284176,Filamin-A (Fragment) OS=Mus musculus OX=10090 GN=Flna PE=1 SV=1 
P,P08249,0.75051,0.63847,NA,NA,1.17407,1.47483,1.03672,0.75051,0.63847,110,110,469,1.221207626,"Malate dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Mdh2 PE=1 SV=3 "
P,Q8R0B4,0.60531,0.60888,NA,NA,1.00693,1.25608,0.85394,0.60531,0.60888,163,163,558,1.071999345,"MCG16669, isoform CRA_a OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 "
P,A1BN54,0.7396,0.54966,NA,NA,1.18124,1.33542,1.10489,0.7396,0.54966,374,374,1453,1.250620187,Alpha actinin 1a OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1 
P,P62264,0.86861,0.83815,NA,NA,1.05174,1.21417,0.98816,0.86861,0.83815,53,53,175,1.073803419,40S ribosomal protein S14 OS=Mus musculus OX=10090 GN=Rps14 PE=1 SV=3 
P,P42932,0.5377,0.43497,NA,NA,1.19092,1.7096,1.06502,0.5377,0.43497,205,205,633,1.808258467,T-complex protein 1 subunit theta OS=Mus musculus OX=10090 GN=Cct8 PE=1 SV=3 
P,P80315,0.74674,0.58535,NA,NA,1.16322,1.29154,1.00642,0.74674,0.58535,183,183,623,1.2525163,T-complex protein 1 subunit delta OS=Mus musculus OX=10090 GN=Cct4 PE=1 SV=3 
P,Q8VDW0,0.65468,0.7501,NA,NA,0.98784,1.77939,0.85064,0.65468,0.7501,184,184,803,1.034390203,ATP-dependent RNA helicase DDX39A OS=Mus musculus OX=10090 GN=Ddx39a PE=1 SV=1 
P,Q99N15,0.90866,0.67425,0.29869,0.16088,1.12025,1.18525,1.05719,0.90866,0.67425,38,38,92,1.149903309,17beta-hydroxysteroid dehydrogenase type 10/short chain L-3-hydroxyacyl-CoA dehydrogenase OS=Mus musculus OX=10090 GN=Hsd17b10 PE=1 SV=1 
P,G3UYY3,0.92657,0.97784,0.13966,0.1475,0.86447,1.12838,0.93819,0.92657,0.97784,21,21,65,0.911276806,Heterogeneous nuclear ribonucleoprotein L (Fragment) OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=8 
P,Q8R081,0.73146,0.94831,NA,NA,0.91436,1.16977,0.8213,0.73146,0.94831,200,200,922,0.91539348,Heterogeneous nuclear ribonucleoprotein L OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=2 
P,A0A0G2JFQ3,0.30913,0.31966,NA,NA,1.00951,1.28939,0.49819,0.30913,0.31966,37,37,104,1.075495404,60S ribosomal protein L9 (Fragment) OS=Mus musculus OX=10090 GN=Rpl9 PE=1 SV=1 
P,P63017,0.5203,0.52873,NA,NA,1.00842,1.54588,0.89313,0.5203,0.52873,301,301,1435,1.314106846,Heat shock cognate 71 kDa protein OS=Mus musculus OX=10090 GN=Hspa8 PE=1 SV=1 
P,Q9Z1Z2,0.639,0.67768,NA,NA,0.98196,1.27019,0.88591,0.639,0.67768,57,57,199,1.005656935,Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2 
P,Q5EBP8,0.58678,0.78351,NA,NA,0.9011,1.63951,0.78143,0.58678,0.78351,321,321,2673,0.927922952,Heterogeneous nuclear ribonucleoprotein A1 OS=Mus musculus OX=10090 GN=Hnrnpa1 PE=1 SV=1 
P,Q9QUI0,0.5644,0.63407,NA,NA,0.98601,1.38761,0.7351,0.5644,0.63407,41,41,96,1.129919047,Transforming protein RhoA OS=Mus musculus OX=10090 GN=Rhoa PE=1 SV=1 
P,F6RB63,0.4531,0.46681,0.38981,0.32654,1.09303,1.29792,0.9039,0.4531,0.46681,37,37,90,1.191235696,PC4 and SFRS1-interacting protein (Fragment) OS=Mus musculus OX=10090 GN=Psip1 PE=1 SV=1 
P,G3UZ34,0.72328,0.85576,NA,NA,0.90045,1.47834,0.84453,0.72328,0.85576,275,275,928,1.157507637,116 kDa U5 small nuclear ribonucleoprotein component OS=Mus musculus OX=10090 GN=Eftud2 PE=1 SV=1 
P,P17225,0.66201,0.79143,NA,NA,0.94019,1.52044,0.87548,0.66201,0.79143,157,157,1199,1.139659114,Polypyrimidine tract-binding protein 1 OS=Mus musculus OX=10090 GN=Ptbp1 PE=1 SV=2 
P,Q9CWF2,0.80693,0.66644,NA,NA,1.12227,1.42008,1.00989,0.80693,0.66644,94,94,359,1.224155307,Tubulin beta-2B chain OS=Mus musculus OX=10090 GN=Tubb2b PE=1 SV=1 
P,Q9WVA3,0.76947,0.75136,NA,NA,0.97242,1.24118,0.86955,0.76947,0.75136,83,83,243,1.046577363,Mitotic checkpoint protein BUB3 OS=Mus musculus OX=10090 GN=Bub3 PE=1 SV=2 
P,A2BE92,0.59613,0.78073,0.25597,0.43277,0.8297,1.30085,0.739,0.59613,0.78073,30,30,80,0.910203393,Protein SET (Fragment) OS=Mus musculus OX=10090 GN=Set PE=1 SV=1 
P,G3UWL2,0.7273,0.89646,NA,NA,1.01744,1.68355,0.81576,0.7273,0.89646,21,21,45,1.360759994,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Fragment) OS=Mus musculus OX=10090 GN=Ppp2r1a PE=1 SV=1 
P,H7BXC3,0.60352,0.57858,NA,NA,0.98942,1.37618,0.96628,0.60352,0.57858,45,45,94,1.120344256,Triosephosphate isomerase OS=Mus musculus OX=10090 GN=Tpi1 PE=1 SV=1 
P,A2AKJ2,0.87202,0.57298,NA,NA,1.23012,2.79042,1.04571,0.87202,0.57298,128,128,4763,1.291113983,Vimentin (Fragment) OS=Mus musculus OX=10090 GN=Vim PE=1 SV=2 
P,D3YW60,0.54918,0.60094,0.29808,0.28294,0.91382,1.22754,0.82408,0.54918,0.60094,38,38,112,1.02373398,RuvB-like helicase (Fragment) OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1 
P,B7FAV1,0.54491,0.74755,NA,NA,0.85349,1.43661,0.74813,0.54491,0.74755,967,967,3981,1.019989504,"Filamin, alpha (Fragment) OS=Mus musculus OX=10090 GN=Flna PE=1 SV=1 "
P,A0A2R8VHG2,0.65278,0.82162,NA,NA,0.9643,1.29799,0.78176,0.65278,0.82162,55,55,232,0.945831231,Poly(rC)-binding protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Pcbp2 PE=1 SV=1 
P,Q504P4,0.51156,0.51814,NA,NA,1.00845,1.55544,0.89201,0.51156,0.51814,292,292,1405,1.324160384,Heat shock cognate 71 kDa protein OS=Mus musculus OX=10090 GN=Hspa8 PE=1 SV=1 
P,Q6IRU2,0.4701,0.5349,NA,NA,0.98045,1.55092,0.82606,0.4701,0.5349,198,198,504,1.040210661,Tropomyosin alpha-4 chain OS=Mus musculus OX=10090 GN=Tpm4 PE=1 SV=3 
P,P17742,0.48753,0.54958,NA,NA,1.01021,1.32033,0.81514,0.48753,0.54958,91,91,438,1.096041322,Peptidyl-prolyl cis-trans isomerase A OS=Mus musculus OX=10090 GN=Ppia PE=1 SV=2 
P,A0A087WNS2,0.76624,0.57167,0.35631,0.30611,0.91867,1.2325,0.94679,0.76624,0.57167,17,17,68,0.92753316,Splicing factor 3B subunit 1 OS=Mus musculus OX=10090 GN=Sf3b1 PE=1 SV=1 
P,D3YY73,0.5381,0.49025,NA,NA,1.10388,1.32996,0.93429,0.5381,0.49025,26,26,99,1.111869924,Histone deacetylase complex subunit SAP18 OS=Mus musculus OX=10090 GN=Sap18 PE=1 SV=1 
P,Q6ZWY3,0.47426,0.54545,0.20153,0.23454,0.96931,1.2387,0.65664,0.47426,0.54545,17,17,53,0.962666862,40S ribosomal protein S27-like OS=Mus musculus OX=10090 GN=Rps27l PE=1 SV=3 
P,A0A0G2JDW7,0.59006,0.62652,0.21093,0.21373,0.98222,1.15438,0.73213,0.59006,0.62652,14,14,49,0.929341839,40S ribosomal protein S27 (Fragment) OS=Mus musculus OX=10090 GN=Rps27 PE=1 SV=1 
P,Q6ZWU9,0.59006,0.62652,0.21093,0.21373,0.98222,1.15438,0.73213,0.59006,0.62652,14,14,49,0.929341839,40S ribosomal protein S27 OS=Mus musculus OX=10090 GN=Rps27 PE=1 SV=3 
P,A0A158SIS7,0.85956,0.57347,NA,NA,1.08537,1.75483,1.07881,0.85956,0.57347,107,107,413,1.812740954,Cellular tumor antigen p53 OS=Mus musculus OX=10090 GN=Trp53 PE=3 SV=1 
P,P02340,0.85956,0.57347,�,�,1.08537,1.75483,1.07881,0.85956,0.57347,107,107,413,1.812740954,Cellular tumor antigen p53 OS=Mus musculus OX=10090 GN=Tp53 PE=1 SV=4 
P,Q80ZA1,0.85956,0.57347,�,�,1.08537,1.75483,1.07881,0.85956,0.57347,107,107,413,1.812740954,Cellular tumor antigen p53 OS=Mus musculus OX=10090 GN=Trp53 PE=1 SV=1 
P,Q549C9,0.85956,0.57347,�,�,1.08537,1.75483,1.07881,0.85956,0.57347,107,107,413,1.812740954,Cellular tumor antigen p53 OS=Mus musculus OX=10090 GN=Trp53 PE=1 SV=1 
P,I7HIK9,0.85956,0.57347,�,�,1.08537,1.75483,1.07881,0.85956,0.57347,107,107,413,1.812740954,Cellular tumor antigen p53 OS=Mus musculus OX=10090 GN=Trp53 PE=1 SV=1 
P,A0A087WR97,0.58085,0.58589,NA,NA,1.01522,1.23993,0.85511,0.58085,0.58589,132,132,371,1.072312371,TAR DNA-binding protein 43 (Fragment) OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 
P,P80313,0.71933,0.5693,NA,NA,1.16644,1.33154,1.06766,0.71933,0.5693,172,172,631,1.179135053,T-complex protein 1 subunit eta OS=Mus musculus OX=10090 GN=Cct7 PE=1 SV=1 
P,Q9CZN7,0.78425,0.70362,NA,NA,1.10173,1.46693,0.99541,0.78425,0.70362,171,171,818,1.275025832,"Serine hydroxymethyltransferase, mitochondrial OS=Mus musculus OX=10090 GN=Shmt2 PE=1 SV=1 "
P,P99024,0.74371,0.61306,NA,NA,1.12731,1.31437,0.99291,0.74371,0.61306,144,144,614,1.199520601,Tubulin beta-5 chain OS=Mus musculus OX=10090 GN=Tubb5 PE=1 SV=1 
P,P62889,0.33243,0.48197,NA,NA,0.92229,1.36025,0.71169,0.33243,0.48197,51,51,157,0.974194207,60S ribosomal protein L30 OS=Mus musculus OX=10090 GN=Rpl30 PE=1 SV=2 
P,A0A338P731,0.74125,0.70417,NA,NA,1.2139,2.14899,0.74135,0.74125,0.70417,26,26,74,1.127927799,40S ribosomal protein S10 (Fragment) OS=Mus musculus OX=10090 GN=Rps10 PE=1 SV=1 
P,Q6VYI5,0.60615,0.60589,NA,NA,1.00693,1.24685,0.85774,0.60615,0.60589,161,161,555,1.06712545,TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 
P,A0A087WRZ5,0.60615,0.60589,�,�,1.00693,1.24685,0.85774,0.60615,0.60589,161,161,555,1.06712545,TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1 
P,O55135,0.7887,0.86129,0.25762,0.31072,1.02027,1.27871,0.91189,0.7887,0.86129,34,34,55,1.007196452,Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=2 
P,A0A1Y7VKE4,0.51834,0.54425,0.3078,0.2771,1.07693,1.24909,0.8536,0.51834,0.54425,8,8,11,1.210246505,Mediator of RNA polymerase II transcription subunit 10 (Fragment) OS=Mus musculus OX=10090 GN=Med10 PE=1 SV=1 
P,A0A1Y7VKC0,0.51834,0.54425,0.3078,0.2771,1.07693,1.24909,0.8536,0.51834,0.54425,8,8,11,1.210246505,Mediator of RNA polymerase II transcription subunit 10 (Fragment) OS=Mus musculus OX=10090 GN=Med10 PE=1 SV=1 
P,A0A1Y7VMY2,0.51834,0.54425,0.3078,0.2771,1.07693,1.24909,0.8536,0.51834,0.54425,8,8,11,1.210246505,Mediator of RNA polymerase II transcription subunit 10 OS=Mus musculus OX=10090 GN=Med10 PE=1 SV=1 
P,P68372,0.79403,0.68208,NA,NA,1.11999,1.34797,0.98837,0.79403,0.68208,116,116,439,1.212769273,Tubulin beta-4B chain OS=Mus musculus OX=10090 GN=Tubb4b PE=1 SV=1 
P,Q9D6Z1,0.45863,0.60736,NA,NA,0.90523,1.71994,0.7354,0.45863,0.60736,135,135,343,1.146600511,Nucleolar protein 56 OS=Mus musculus OX=10090 GN=Nop56 PE=1 SV=2 
P,G5E839,0.77611,0.61107,NA,NA,1.16066,1.29748,1.01527,0.77611,0.61107,169,169,577,1.247653469,T-complex protein 1 subunit delta OS=Mus musculus OX=10090 GN=Cct4 PE=1 SV=1 
P,D3YVN1,0.73225,0.81211,0.24185,0.21027,0.94461,1.14962,0.88864,0.73225,0.81211,48,48,106,0.928799066,Actin-like protein 6A (Fragment) OS=Mus musculus OX=10090 GN=Actl6a PE=1 SV=1 
P,A0A140T8T4,0.44184,0.51334,NA,NA,1.03103,1.43614,0.76777,0.44184,0.51334,91,91,298,1.047045038,"Ribosomal protein L9, pseudogene 6 OS=Mus musculus OX=10090 GN=Rpl9-ps6 PE=4 SV=1 "
P,A0A1L1SV25,0.68392,0.5174,NA,NA,1.19473,1.48775,0.96102,0.68392,0.5174,294,294,1037,1.298487872,Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1 
P,E9Q109,0.31696,0.58565,0.29819,0.37733,0.74339,1.3197,0.72284,0.31696,0.58565,26,26,52,0.809756909,60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus OX=10090 GN=Nip7 PE=1 SV=1 
P,A0A1L1SVJ6,0.80888,0.58873,NA,NA,1.22417,1.49263,0.95876,0.80888,0.58873,102,102,365,1.459485651,Alpha-actinin-4 (Fragment) OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1 
P,E9Q450,0.47132,0.50739,NA,NA,1.00593,1.74865,0.84087,0.47132,0.50739,309,309,906,1.646427445,Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1 
P,P26041,0.64732,0.59032,NA,NA,1.12737,1.7372,0.98659,0.64732,0.59032,202,202,691,1.3145187,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3 
P,B1ARB9,0.677,0.73365,NA,NA,0.91005,1.80018,0.99935,0.677,0.73365,53,53,207,1.53615963,Probable ATP-dependent RNA helicase DDX5 (Fragment) OS=Mus musculus OX=10090 GN=Ddx5 PE=1 SV=8 
P,Q6PE01,0.62334,0.73355,0.31864,0.41826,0.93023,1.35499,0.8897,0.62334,0.73355,69,69,166,0.999679688,U5 small nuclear ribonucleoprotein 40 kDa protein OS=Mus musculus OX=10090 GN=Snrnp40 PE=1 SV=1 
P,F6Q8V7,0.96766,0.67715,NA,NA,1.30361,1.15564,1.02746,0.96766,0.67715,16,16,59,1.293444781,Prohibitin-2 (Fragment) OS=Mus musculus OX=10090 GN=Phb2 PE=1 SV=1 
P,A0A140LHR4,0.58161,0.75016,NA,NA,1.04879,2.49073,0.84949,0.58161,0.75016,126,126,869,1.163518572,Serpin H1 (Fragment) OS=Mus musculus OX=10090 GN=Serpinh1 PE=1 SV=1 
P,O88342,0.51298,0.57475,NA,NA,1.03034,1.8979,0.87313,0.51298,0.57475,101,101,226,1.041271655,WD repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Wdr1 PE=1 SV=3 
P,A0A1W2P7L5,0.80263,0.78927,0.32192,0.18594,1.0938,1.27955,0.92398,0.80263,0.78927,18,18,40,1.097975493,"C-1-tetrahydrofolate synthase, cytoplasmic (Fragment) OS=Mus musculus OX=10090 GN=Mthfd1 PE=1 SV=1 "
P,G3UXT7,0.74137,0.72552,0.18381,0.22407,1.06124,1.17819,0.85172,0.74137,0.72552,101,101,372,1.062694836,RNA-binding protein FUS (Fragment) OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1 
P,Q6ZWX6,0.72324,0.65306,NA,NA,1.08333,1.77877,0.99159,0.72324,0.65306,60,60,138,1.482743161,Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3 
P,J3QPT3,0.48197,1.26215,NA,NA,0.87184,4.25914,0.7591,0.48197,1.26215,29,29,80,0.987140326,RNA-binding protein 14 OS=Mus musculus OX=10090 GN=Rbm14 PE=1 SV=1 
P,J3QN51,0.48197,1.26215,�,�,0.87184,4.25914,0.7591,0.48197,1.26215,29,29,80,0.987140326,"MCG8382, isoform CRA_d OS=Mus musculus OX=10090 GN=Gm21992 PE=1 SV=1 "
P,Q9Z1N5,0.656,0.68565,NA,NA,1.01574,1.38062,0.88196,0.656,0.68565,166,166,660,1.065580448,Spliceosome RNA helicase Ddx39b OS=Mus musculus OX=10090 GN=Ddx39b PE=1 SV=1 
P,Q61937,0.60238,0.49564,NA,NA,1.16521,1.59092,1.01573,0.60238,0.49564,251,251,3587,1.411765145,Nucleophosmin OS=Mus musculus OX=10090 GN=Npm1 PE=1 SV=1 
P,Q60932,0.73787,0.60903,NA,NA,1.06526,1.42975,0.98248,0.73787,0.60903,76,76,327,1.291016037,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus OX=10090 GN=Vdac1 PE=1 SV=3 
P,E0CXZ0,0.4433,0.7362,NA,NA,0.84163,1.31816,0.69072,0.4433,0.7362,63,63,147,0.839805099,Nucleolar protein 56 OS=Mus musculus OX=10090 GN=Nop56 PE=1 SV=1 
P,P62962,0.69636,0.78296,NA,NA,1.01709,1.41162,0.82543,0.69636,0.78296,31,31,112,0.997253373,Profilin-1 OS=Mus musculus OX=10090 GN=Pfn1 PE=1 SV=2 
P,P70168,0.64742,0.9516,NA,NA,0.83406,1.54509,0.74491,0.64742,0.9516,199,199,529,0.944080452,Importin subunit beta-1 OS=Mus musculus OX=10090 GN=Kpnb1 PE=1 SV=2 
P,P60229,0.51613,0.66161,NA,NA,0.90444,1.61934,0.76601,0.51613,0.66161,64,64,121,0.959548832,Eukaryotic translation initiation factor 3 subunit E OS=Mus musculus OX=10090 GN=Eif3e PE=1 SV=1 
P,P84078,0.56916,0.84797,0.22388,0.2577,0.86131,1.32582,0.73817,0.56916,0.84797,21,21,32,0.885280723,ADP-ribosylation factor 1 OS=Mus musculus OX=10090 GN=Arf1 PE=1 SV=2 
P,Q9JIK5,0.57973,0.63995,NA,NA,0.95921,1.44394,0.92151,0.57973,0.63995,384,384,1486,1.116477779,Nucleolar RNA helicase 2 OS=Mus musculus OX=10090 GN=Ddx21 PE=1 SV=3 
P,P48678,0.58047,0.58614,NA,NA,1.03869,1.43902,0.86311,0.58047,0.58614,401,401,1450,1.144424805,Prelamin-A/C OS=Mus musculus OX=10090 GN=Lmna PE=1 SV=2 
P,P80316,0.75451,0.57951,NA,NA,1.1401,1.72965,0.97469,0.75451,0.57951,174,174,598,1.475619052,T-complex protein 1 subunit epsilon OS=Mus musculus OX=10090 GN=Cct5 PE=1 SV=1 
P,Q9CQS2,0.4811,0.43356,0.1747,0.25131,0.97559,1.36419,0.63204,0.4811,0.43356,35,35,123,1.071679395,H/ACA ribonucleoprotein complex subunit 3 OS=Mus musculus OX=10090 GN=Nop10 PE=3 SV=1 
P,A0A1W2P871,0.68738,0.48034,NA,NA,1.18489,1.07484,1.14886,0.68738,0.48034,22,22,188,1.204919267,T-complex protein 1 subunit beta (Fragment) OS=Mus musculus OX=10090 GN=Cct2 PE=1 SV=1 
P,P63028,0.45805,0.53028,NA,NA,0.94831,1.25644,0.82069,0.45805,0.53028,58,58,449,0.970545848,Translationally-controlled tumor protein OS=Mus musculus OX=10090 GN=Tpt1 PE=1 SV=1 
P,A0A0J9YVD4,0.53101,1.03793,0.01901,0.28166,0.51309,1.02002,0.53786,0.53101,1.03793,3,3,4,0.519066594,Cell growth-regulating nucleolar protein (Fragment) OS=Mus musculus OX=10090 GN=Lyar PE=1 SV=1 
